ipeds_id,AllStudentTotal
455026,151
455053,66
455062,82
455071,110
455080,227
455105,108
455114,20126
455141,376
455187,265
455196,4594
455202,658
455211,288
455220,84
455239,52
455257,525
455275,416
455284,346
455327,61
455336,299
455345,35
455354,424
455381,246
455460,344
455479,836
455488,543
455512,6614
455558,312
455567,389
455628,702
455664,278
455707,58
455716,1153
455725,727
455734,392
455752,394
455761,804
455770,178
455798,130
455831,294
455840,217
455859,351
455868,398
455877,204
455886,219
455895,383
455901,297
455910,64
455929,66
455947,160
455956,154
455965,198
455974,200
455983,528
456001,156
456029,265
456038,899
456056,636
456065,226
456074,254
456126,157
456135,163
456153,165
456180,163
456205,1062
456214,488
456287,82
456348,7622
456454,662
456481,79
456490,214
456506,229
456515,233
456551,128
456560,422
456579,1368
456588,55
456597,160
456621,260
456825,227
456861,776
456922,344
456931,622
456940,378
456959,479
456968,964
456977,191
457022,349
457031,71
457077,536
457086,234
457101,478
457110,602
457129,1325
457174,415
457192,143
457208,236
457226,47
457244,65
457253,100
457299,322
457314,102
457323,528
457332,29
457341,253
457350,54
457378,265
457387,467
457396,160
457402,84
457411,493
457420,235
457439,133
457448,238
457466,70
457475,135
457484,147
457493,48
457527,457
457536,734
457545,181
457554,46
457563,337
457572,163
457581,304
457606,103
457615,52
457624,36
457633,231
457642,96
457651,118
457679,24
457688,1294
457697,156
457703,53
457721,49
457749,145
457767,329
457776,263
457785,114
457794,177
457800,2392
457819,854
457837,233
457846,93
457855,128
457864,113
457873,408
457891,55
457916,98
457925,24
457943,92
457952,241
457989,44
457998,87
458007,109
458016,176
458034,94
458043,149
458052,63
458061,81
458070,537
458098,162
458104,152
458113,52
458122,52
458131,192
458140,69
458168,116
458186,463
458210,3072
458229,1924
458256,1250
458265,798
458274,294
458283,867
458380,331
458405,1504
458423,154
458441,1272
458478,376
458496,486
458502,1114
458575,52
458593,600
458681,493
458690,423
458706,630
458803,198
458812,144
458821,103
458830,219
458849,103
458858,373
458867,426
458885,371
458919,9250
458955,514
458964,3322
458973,2914
458982,1013
459000,130
459019,143
459037,141
459046,140
459055,139
459064,213
459073,96
459091,119
459107,464
459116,173
459125,18
459161,231
459170,401
459189,165
459198,403
459204,5007
459213,2250
459231,290
459259,734
459268,692
459277,586
459286,308
459295,139
459301,158
459310,134
459329,470
459347,82
459365,32
459374,167
459392,211
459408,61
459417,154
459426,166
459462,627
459499,48
459514,272
459523,103
459532,128
459541,33
459550,175
459578,136
459727,740
459824,69
459842,534
459851,463
459949,6362
459958,577
459967,889
459985,827
459994,10347
460011,256
460020,574
460075,13
460093,175
460109,277
460118,275
460127,200
460136,1709
460145,364
460172,903
460181,1228
460190,763
460206,1173
460215,428
460349,1169
460376,81
460385,62
460394,15462
460446,226
460455,128
460464,15149
460482,369
460516,162
460525,164
460534,415
460543,1613
460552,134
460570,229
460598,1066
460640,77
460677,610
460701,207
460738,1686
460747,407
460756,815
460765,70
460774,1001
460783,473
460808,38
460817,1046
460826,990
460835,3205
460844,496
460853,469
460862,356
460871,664
460899,394
460914,268
460923,776
460932,113
460969,376
460978,330
460987,180
460996,197
461005,576
461014,2211
461023,1073
461032,257
461111,65
461148,1896
461157,59
461175,353
461193,302
461218,384
461227,89
461245,252
461254,41
461263,112
461272,116
461281,497
461290,86
461306,266
461315,147
461324,915
461333,22
461342,140
461351,1404
461360,28
461379,62
461388,71
461412,264
461421,312
461430,811
461494,312
461500,34
461528,154
461537,25
461546,44
461555,157
461564,47
461573,132
461582,201
461591,191
461607,165
461625,63
461643,42
461652,83
461689,509
461704,203
461713,59
461722,78
461731,31
461740,38
461759,249
461768,265
461786,29
461795,424
461801,122
461810,34
461829,378
461838,217
461856,651
461865,295
461874,79
461883,119
461892,317
461908,150
461917,227
461926,185
461944,80
461953,149
461962,547
461999,102
462008,450
462017,149
462035,591
462053,195
462062,146
462071,248
462309,119
462318,102
462327,57
462336,155
462345,143
462354,307
463056,1542
464226,509
465812,15508
466152,33
466161,147
466170,1
466189,72
466523,18
466921,714
466930,1011
467094,434
467368,306
467863,314
467872,281
467906,220
468024,402
468246,346
468255,67
468705,50
468732,429
468769,189
468848,575
468893,264
468909,944
468963,670
469124,527
469133,430
469142,557
469151,203
469160,268
469416,627
469586,135
469610,172
469629,257
469638,485
469911,429
469920,396
469957,269
470038,1087
470047,62
470296,30
470393,154
474863,3073
474890,801
474906,147
474915,563
474924,266
474933,83
474942,119
474997,569
475015,214
475024,411
475033,192
475060,855
475097,215
475121,6489
475130,244
475200,360
475237,72
475273,1077
475282,171
475325,506
475352,858
475370,799
475398,137
475404,183
475413,79
475422,146
475431,194
475459,883
475468,185
475477,427
475486,447
475538,29
475547,194
475556,228
475565,1171
475574,110
475592,71
475608,220
475617,723
475635,26
475653,43
475662,191
475699,146
475705,20
475714,769
475723,458
475732,1343
475741,291
475750,153
475839,245
475866,867
476063,336
476179,243
476230,90
476294,232
476337,137
476346,430
476355,150
476470,117
476489,197
476498,278
476513,95
476540,191
476559,193
476568,28
476586,189
476595,122
476601,77
476610,109
476629,137
476674,64
476683,434
476692,27
476708,215
476717,631
476726,863
476735,79
476744,75
476753,235
476771,45
476780,336
476799,267
476805,62
476814,487
476823,117
476841,299
476850,101
476869,203
476878,131
476887,399
476896,145
476902,75
476911,225
476939,712
476948,970
476957,25
476966,431
476975,12923
476984,280
476993,297
477002,76
477039,1005
477950,152
477996,32
478005,2
478014,18
478582,164
478591,248
478616,144
478634,514
478661,239
478917,81
478953,267
479053,183
479062,28
479248,297
479424,537
479956,11643
479965,253
479974,128
479983,130
479992,79
480000,95
480019,844
480028,207
480037,2717
480064,629
480073,593
480082,451
480091,10634
480107,595
480125,463
480134,495
480161,20
480170,141
480189,848
480198,734
480204,739
480310,210
480347,116
480471,902
480499,22
480514,376
480523,154
480532,167
480550,188
480569,2942
480657,753
480693,196
480727,55
480736,123
480781,97
480815,778
480824,74
480833,818
480842,35
480851,180
480879,83
480888,675
480903,894
480912,19
480921,96
480930,210
480967,299
480976,77
480985,327
480994,91
481003,303
481021,51
481049,43
481058,120
481085,354
481100,128
481128,276
481137,65
481146,106
481155,439
481182,40
481191,338
481207,103
481225,22
481243,274
481252,122
481289,156
481298,86
481313,175
481322,97
481331,161
481340,85
481368,83
481386,305
481395,49
481401,228
481410,84
481429,267
481438,82
481447,77
481456,15
481465,109
481474,171
481483,330
481508,166
481517,137
481526,192
481544,60
481562,82
481571,5
481678,135
481720,434
481739,116
481748,224
481845,115
481863,176
481890,126
481906,232
481915,195
481942,412
481960,223
481988,345
482015,1033
482024,164
482060,460
482097,587
482103,118
482149,6043
482158,8984
482167,172
482176,314
482185,143
482194,102
482200,118
482228,240
482246,46
482255,552
482291,1419
482325,29
482343,16
482361,23
482370,2
482413,1502
482422,737
482431,3833
482440,328
482459,1084
482468,1480
482477,20927
482486,96
482538,217
482547,168
482556,711
482565,179
482574,1400
482608,466
482617,95
482635,898
482653,354
482680,21552
482699,3326
482705,4995
482936,1498
482963,559
482972,179
482981,281
482990,1098
483009,254
483018,147
483036,2493
483045,11959
483054,105
483106,217
483124,37822
483212,5292
483221,147
483230,292
483258,73
483276,81
483319,739
483328,215
483337,261
483346,56
483355,323
483364,225
483373,116
483382,320
483425,69
483443,824
483470,133
483504,888
483513,120
483559,105
483577,52
483610,102
483638,185
483647,79
483665,59
483708,596
483717,56
483726,57
483735,55
483744,90
483753,55
483780,148
483799,74
483814,458
483823,776
483841,256
483850,26
483869,141
483878,258
483887,68
483896,243
483911,30
483920,180
483939,34
483948,68
483957,66
484002,882
484011,225
484020,55
484039,162
484048,31
484057,469
484066,641
484075,58
484084,114
484093,120
484109,130
484118,80
484127,148
484136,53
484154,76
484163,261
484172,110
484190,36
484206,229
484233,385
484303,57
484321,110
484330,112
484349,194
484358,235
484367,313
484376,548
484385,375
484394,247
484473,3668
484604,673
484613,120549
484631,9643
484640,241
484668,638
484677,443
484686,61
484695,149
484701,73
484710,531
484729,139
484747,213
484756,1503
484765,208
484783,154
484826,126
484835,395
484844,619
484862,2
484871,116
484899,263
484905,3191
484923,164
484932,2362
484950,206
484978,428
484996,138
485014,127
485032,246
485111,16317
485120,102
485139,438
485166,204
485236,49
485263,1238
485272,1085
485306,32
485342,341
485351,206
485360,53
485379,340
485388,459
485397,189
485412,96
485458,4750
485476,104
485485,231
485494,90
485500,105
485519,715
485528,48
485546,249
485564,278
485573,146
485582,213
485591,33
485607,66
485704,34
485731,17
485768,211
485801,205
485810,41
485856,36
485874,201
485908,153
485926,174
485953,65
485962,33
485999,139
486017,43
486026,117
486053,139
486099,77
486105,10
486123,21
486141,21
486150,93
486169,127
486196,199
486202,43
486239,273
486248,155
486257,343
486284,331
486309,34
486327,27
486345,267
486354,85
486372,52
486381,101
486390,327
486406,30
486415,224
486424,48
486442,92
486488,65
486497,97
486503,87
486512,126
486521,8
486530,233
486558,401
486567,294
486576,477
486594,76
486619,95
486691,176
486707,305
486716,133
486734,219
486752,167
486770,375
486798,2000
486813,890
486822,1197
486840,37610
486859,79
486868,29
486877,13
486901,918
486938,404
486947,390
486956,701
486965,209
486983,96
487010,375
487047,348
487065,72
487083,58
487092,1002
487162,5221
487232,68
487296,502
487302,693
487311,628
487320,16847
487348,191
487375,575
487384,1141
487393,1185
487409,1068
487418,1334
487427,896
487436,811
487445,705
487454,833
487472,1584
487481,600
487490,854
487506,126
487524,3083
487533,185
487588,633
487597,1332
487603,1310
487621,22
487658,64
487676,270
487746,26
487773,109
487791,654
487807,27
487816,26
487843,79
487852,47
487861,180
487870,34
487889,219
487898,53
487904,42
487913,30
487922,80
487959,44
487968,64
487977,1582
487995,59
488004,58
488013,145
488022,75
488031,41
488040,94
488059,61
488068,211
488077,3315
488086,102
488101,100
488110,82
488129,22
488138,119
488147,73
488156,24
488165,36
488174,36
488183,40
488192,80
488217,159
488226,28
488235,22
488253,138
488262,46
488271,120
488280,118
488299,164
488305,133
488314,85
488332,137
488341,115
488350,100
488369,76
488378,54
488396,91
488411,99
488420,178
488439,95
488448,93
488590,7
488651,80
488679,10952
488730,6967
488749,145
488776,64
488785,159
488800,643
488828,47
488837,475
488846,13934
488891,496
488916,44
488925,147
488934,4374
488952,246
488961,246
488970,195
488989,229
488998,153
489122,46
489131,71
489140,46
489159,192
489201,10980
489238,170
489247,103
489256,227
489283,617
489344,193
489353,216
489371,195
489399,267
489414,154
489760,88
489779,995
489788,450
489812,62
489830,101
489900,12
489937,394
490018,73
490045,49
490054,959
490063,68
490072,168
490081,21
490090,58
490115,78
490124,18
490133,604
490142,32
490151,185
490160,94
490179,186
490188,22
490197,23
490203,207
490212,50
490221,15
490230,164
490249,58
490258,72
490267,30
490276,118
490285,1245
490294,172
490300,127
490319,49
490328,48
490337,42
490346,29
490364,22
490382,129
490391,92
490407,71
490416,59
490425,183
490434,39
490443,197
490452,25
490461,154
490470,42
490498,26
490504,50
490513,85
490522,8
490531,22
490540,40
490559,680
490568,239
490674,20
490692,86
490717,106
490735,135
490744,27
490771,421
490805,13185
490814,190
490832,264
490841,205
490850,11
490869,183
490878,421
490896,316
490948,8
490975,415
491057,131
491066,49
491075,43
491084,288
491093,24
491118,404
491136,117
491145,139
491163,35
491181,216
491224,55
491233,31
491242,92
491251,137
491260,33
491288,737
491297,11
491303,374
491394,24
491446,102
491455,311
491464,337
491473,191
491482,89
491491,27
491507,16
491525,91
491534,12
491543,111
491552,11
491570,3
491589,37
491598,12
491613,68
491622,83
491631,119
491640,163
491659,109
491668,200
491677,22
491686,54
491695,21
491701,62
491710,111
491729,49
491738,112
491747,80
491756,127
491765,75
491774,137
491783,50
491792,53
491817,124
491826,51
491835,52
491844,158
491853,32
491871,7
491880,60
491899,68
491905,63
491914,148
491923,110
491932,20
491941,70
491950,749
491969,18
491978,3
491996,50
492005,30
492069,57
492078,6
492087,15
492139,136
492227,3
492306,331
492315,189
492324,507
492360,28
492379,30
492397,57
492421,20
492449,238
492458,40
492476,117
492591,33
492643,128
492652,14
492661,144
492689,370
492722,76
492731,42
492759,21
492801,2857
492935,22
492953,12
492962,6739
493080,52
493150,27
493363,45
493372,23
493424,38
493451,69
